# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = together_model
# start_datetime = 2023-07-21 15:08:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp27jg97fg/qzlcs4cf.json
# random
#   seed = 23065
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/together/together-20230721160853.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S_bao.1.1,S_bao.2.1,S_bao.3.1,S_bao.4.1,S_bao.5.1,S_bao.6.1,S_bao.1.2,S_bao.2.2,S_bao.3.2,S_bao.4.2,S_bao.5.2,S_bao.6.2,S_cc.1.1,S_cc.2.1,S_cc.3.1,S_cc.4.1,S_cc.5.1,S_cc.6.1,S_cc.7.1,S_cc.8.1,S_cc.9.1,S_cc.10.1,S_cc.11.1,S_cc.12.1,S_cc.13.1,S_cc.14.1,S_cc.15.1,S_cc.16.1,S_cc.17.1,S_cc.18.1,S_cc.19.1,S_cc.20.1,S_cc.21.1,S_cc.22.1,S_cc.23.1,S_cc.24.1,S_cc.25.1,S_cc.26.1,S_cc.27.1,S_cc.28.1,S_cc.29.1,S_cc.30.1,S_cc.31.1,S_cc.32.1,S_cc.1.2,S_cc.2.2,S_cc.3.2,S_cc.4.2,S_cc.5.2,S_cc.6.2,S_cc.7.2,S_cc.8.2,S_cc.9.2,S_cc.10.2,S_cc.11.2,S_cc.12.2,S_cc.13.2,S_cc.14.2,S_cc.15.2,S_cc.16.2,S_cc.17.2,S_cc.18.2,S_cc.19.2,S_cc.20.2,S_cc.21.2,S_cc.22.2,S_cc.23.2,S_cc.24.2,S_cc.25.2,S_cc.26.2,S_cc.27.2,S_cc.28.2,S_cc.29.2,S_cc.30.2,S_cc.31.2,S_cc.32.2,S_snia.1.1,S_snia.2.1,S_snia.3.1,S_snia.4.1,S_snia.5.1,S_snia.6.1,S_snia.7.1,S_snia.8.1,S_snia.9.1,S_snia.10.1,S_snia.11.1,S_snia.12.1,S_snia.13.1,S_snia.14.1,S_snia.15.1,S_snia.16.1,S_snia.17.1,S_snia.18.1,S_snia.19.1,S_snia.20.1,S_snia.21.1,S_snia.22.1,S_snia.23.1,S_snia.24.1,S_snia.25.1,S_snia.26.1,S_snia.27.1,S_snia.28.1,S_snia.29.1,S_snia.30.1,S_snia.31.1,S_snia.32.1,S_snia.33.1,S_snia.34.1,S_snia.35.1,S_snia.36.1,S_snia.37.1,S_snia.38.1,S_snia.39.1,S_snia.40.1,S_snia.1.2,S_snia.2.2,S_snia.3.2,S_snia.4.2,S_snia.5.2,S_snia.6.2,S_snia.7.2,S_snia.8.2,S_snia.9.2,S_snia.10.2,S_snia.11.2,S_snia.12.2,S_snia.13.2,S_snia.14.2,S_snia.15.2,S_snia.16.2,S_snia.17.2,S_snia.18.2,S_snia.19.2,S_snia.20.2,S_snia.21.2,S_snia.22.2,S_snia.23.2,S_snia.24.2,S_snia.25.2,S_snia.26.2,S_snia.27.2,S_snia.28.2,S_snia.29.2,S_snia.30.2,S_snia.31.2,S_snia.32.2,S_snia.33.2,S_snia.34.2,S_snia.35.2,S_snia.36.2,S_snia.37.2,S_snia.38.2,S_snia.39.2,S_snia.40.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.821547
# Diagonal elements of inverse mass matrix:
# 8.15184e-05, 0.789963
-61.2502,0.966391,0.821547,2,3,0,61.2873,0.322581,72.7502,72.7502,0.322581,0.390895,1,0,0.357838,1,1.15561,1.23594,1.33588,1.36074,1.47566,2.36553,0.299371,0.399845,0.501077,0.523329,0.615106,1.03938,1.02692,1.03532,1.04852,1.07215,1.07662,1.08681,1.08733,1.12568,1.1315,1.17587,1.19429,1.20785,1.20812,1.22525,1.23954,1.25784,1.26403,1.2653,1.35488,1.43012,1.49432,1.52373,1.61638,1.62145,1.64186,1.78726,2.09066,2.16755,2.25096,2.37844,2.67071,2.97084,0.0690958,0.0884928,0.117288,0.164453,0.172829,0.191319,0.192239,0.255527,0.264388,0.326824,0.350453,0.367105,0.367436,0.387656,0.403885,0.423907,0.430489,0.431834,0.518173,0.580685,0.628574,0.649118,0.709022,0.712111,0.724369,0.804357,0.940449,0.970044,1.00038,1.0436,1.13088,1.2072,1.00508,1.00708,1.00971,1.01218,1.01476,1.01785,1.02123,1.02447,1.02779,1.03154,1.03485,1.03968,1.04275,1.04829,1.05207,1.05754,1.06336,1.06896,1.07602,1.08249,1.09082,1.09872,1.10902,1.11757,1.12928,1.14171,1.15654,1.17156,1.18817,1.21122,1.23271,1.26067,1.29389,1.33932,1.38616,1.47011,1.56254,1.69498,2.0113,2.48593,0.0139647,0.0193321,0.0262738,0.0327034,0.0393144,0.0470876,0.0554248,0.0632461,0.0711399,0.0798806,0.0874301,0.0982278,0.104951,0.116811,0.124714,0.135902,0.147501,0.158381,0.171715,0.183575,0.198391,0.212002,0.229124,0.242867,0.261026,0.279521,0.300669,0.321116,0.342729,0.371156,0.3962,0.426925,0.461065,0.504217,0.5451,0.611032,0.675042,0.755001,0.908068,1.07744,3.25855e+07,1.36967e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7706,23.7663,23.8728,23.8074,23.8705,23.8462,23.7886,23.8148,23.8687,23.7935,23.7369,23.8095,23.8069,23.7898,23.7947,23.7835,23.7823,23.7506,23.7819,23.8175,23.7892,23.7833,23.7939,23.7833,23.8034,23.7768,23.802,23.7604,23.7536,23.7963,23.8,23.7684,23.6789,74.7088,75.3196,76.2798,77.9991,78.3246,79.0656,79.1033,81.8938,82.317,85.5448,86.8851,87.8712,87.8912,89.1373,90.1765,91.5081,91.9582,92.0508,98.568,104.042,108.712,110.852,117.592,117.961,119.446,130.023,152.096,157.69,163.758,173.032,194.295,216.129,1282.96,1691.9,2088.98,2174.05,2515.98,3894.48,150,299790
-60.9146,0.997303,0.821547,2,7,0,61.2605,0.326323,73.9396,73.9396,0.326323,0.389472,1,0,0.362821,1,1.15767,1.23894,1.33997,1.36509,1.48111,2.3777,0.299117,0.39938,0.500334,0.522516,0.613978,1.03634,1.02729,1.03581,1.04918,1.07313,1.07767,1.08799,1.08851,1.12737,1.13326,1.17817,1.19682,1.21053,1.21081,1.22814,1.24258,1.26109,1.26735,1.26864,1.35917,1.43515,1.49994,1.52962,1.62307,1.62819,1.64877,1.79532,2.10095,2.17838,2.26235,2.39069,2.68486,2.98689,0.0690835,0.0884724,0.117252,0.16438,0.172749,0.191219,0.192138,0.255345,0.264192,0.326519,0.350099,0.366716,0.367046,0.38722,0.40341,0.423382,0.429947,0.431288,0.517377,0.579681,0.627396,0.647862,0.707527,0.710603,0.72281,0.802451,0.937903,0.967351,0.997532,1.04053,1.12736,1.20328,1.00515,1.00718,1.00985,1.01235,1.01497,1.0181,1.02153,1.0248,1.02817,1.03198,1.03533,1.04023,1.04334,1.04895,1.05278,1.05832,1.06422,1.0699,1.07706,1.08361,1.09205,1.10006,1.11048,1.11915,1.13101,1.14359,1.15861,1.17381,1.19062,1.21394,1.23568,1.26395,1.29753,1.34345,1.39076,1.47551,1.56877,1.70232,2.02103,2.49889,0.0139642,0.0193311,0.0262721,0.0327007,0.0393105,0.047082,0.0554169,0.0632358,0.0711268,0.0798641,0.0874102,0.0982026,0.104922,0.116775,0.124673,0.135852,0.147442,0.158313,0.171635,0.183483,0.198284,0.211878,0.228978,0.242703,0.260836,0.279301,0.300413,0.320821,0.342392,0.370758,0.395743,0.426391,0.460439,0.503465,0.544217,0.609919,0.673685,0.753312,0.905679,1.0742,3.25897e+07,1.36976e+06,57571.6,23.8147,23.755,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7667,23.8733,23.8079,23.871,23.8468,23.7893,23.8155,23.8695,23.7943,23.7378,23.8105,23.8079,23.791,23.796,23.7849,23.7838,23.7522,23.7836,23.8194,23.7912,23.7854,23.7962,23.7858,23.8061,23.7798,23.8053,23.764,23.7576,23.8007,23.8049,23.7741,23.6854,75.9578,76.5871,77.5763,79.3472,79.6824,80.4454,80.4842,83.357,83.7926,87.1137,88.4922,89.5063,89.5268,90.8079,91.8762,93.2449,93.7073,93.8025,100.497,106.115,110.905,113.1,120.01,120.387,121.909,132.745,155.344,161.068,167.277,176.767,198.518,220.85,1275,1680.68,2074.24,2158.52,2497.12,3860.61,150,299790
-61.0209,0.923842,0.821547,1,3,0,61.639,0.320499,73.1085,73.1085,0.320499,0.391685,1,0,0.355075,1,1.15447,1.23426,1.3336,1.35832,1.47262,2.35874,0.299512,0.400104,0.501491,0.523782,0.615735,1.04109,1.02672,1.03505,1.04815,1.0716,1.07604,1.08615,1.08667,1.12475,1.13053,1.17459,1.19289,1.20636,1.20663,1.22365,1.23784,1.25603,1.26218,1.26344,1.3525,1.42732,1.49118,1.52045,1.61265,1.6177,1.63801,1.78275,2.08492,2.16151,2.24459,2.3716,2.66281,2.96187,0.0691026,0.0885041,0.117308,0.164493,0.172874,0.191375,0.192295,0.255629,0.264497,0.326994,0.350649,0.367322,0.367653,0.387899,0.40415,0.4242,0.430792,0.432138,0.518617,0.581246,0.629232,0.64982,0.709858,0.712954,0.72524,0.805424,0.941876,0.971553,1.00197,1.04531,1.13286,1.20941,1.00504,1.00703,1.00964,1.01209,1.01465,1.01772,1.02107,1.02428,1.02758,1.0313,1.03458,1.03938,1.04243,1.04792,1.05167,1.0571,1.06287,1.06844,1.07545,1.08187,1.09014,1.09798,1.1082,1.11669,1.12832,1.14066,1.1554,1.17031,1.18681,1.20971,1.23106,1.25884,1.29186,1.33703,1.3836,1.4671,1.55906,1.69088,2.00587,2.47869,0.013965,0.0193326,0.0262748,0.0327049,0.0393166,0.0470908,0.0554291,0.0632518,0.0711471,0.0798898,0.0874411,0.0982418,0.104967,0.116831,0.124737,0.135929,0.147533,0.158418,0.171759,0.183626,0.198451,0.21207,0.229204,0.242958,0.261132,0.279643,0.300811,0.321279,0.342917,0.371378,0.396454,0.427222,0.461414,0.504637,0.545593,0.611653,0.675801,0.755946,0.909407,1.07926,3.25831e+07,1.36962e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7388,23.7704,23.766,23.8726,23.8071,23.8702,23.8458,23.7882,23.8144,23.8683,23.793,23.7364,23.8089,23.8063,23.7891,23.794,23.7827,23.7815,23.7497,23.7809,23.8165,23.7881,23.7821,23.7926,23.7819,23.8019,23.7752,23.8002,23.7585,23.7514,23.7939,23.7973,23.7652,23.6752,75.0616,75.6708,76.6284,78.3433,78.668,79.4072,79.4448,82.2289,82.6512,85.8726,87.2105,88.195,88.2149,89.459,90.4967,91.8265,92.276,92.3685,98.8791,104.349,109.018,111.158,117.899,118.267,119.753,130.335,152.425,158.025,164.099,173.384,194.674,216.538,1278.58,1686.53,2082.84,2167.77,2509.21,3886.65,150,299790
-61.1423,0.971775,0.821547,2,3,0,61.3734,0.323894,72.8556,72.8556,0.323894,0.390396,1,0,0.359584,1,1.15634,1.23699,1.33732,1.36227,1.47757,2.36981,0.299282,0.399682,0.500816,0.523043,0.614709,1.03831,1.02705,1.03549,1.04875,1.0725,1.07699,1.08722,1.08774,1.12627,1.13212,1.17668,1.19518,1.20879,1.20907,1.22626,1.24061,1.25898,1.26519,1.26647,1.35639,1.43189,1.4963,1.5258,1.61873,1.62382,1.64429,1.79009,2.09428,2.17136,2.25496,2.38274,2.67569,2.97648,0.0690915,0.0884856,0.117275,0.164427,0.172801,0.191284,0.192204,0.255463,0.264319,0.326717,0.350329,0.366968,0.367299,0.387503,0.403718,0.423723,0.430299,0.431642,0.517894,0.580333,0.62816,0.648677,0.708497,0.711581,0.723821,0.803687,0.939553,0.969096,0.999375,1.04252,1.12964,1.20582,1.00511,1.00712,1.00976,1.01224,1.01484,1.01794,1.02134,1.02458,1.02792,1.0317,1.03502,1.03987,1.04296,1.04852,1.05232,1.05781,1.06366,1.06929,1.07639,1.08288,1.09125,1.09919,1.10953,1.11812,1.12989,1.14237,1.15727,1.17235,1.18903,1.21217,1.23375,1.26182,1.29517,1.34077,1.38777,1.47201,1.56472,1.69756,2.01472,2.49048,0.0139645,0.0193317,0.0262732,0.0327025,0.039313,0.0470857,0.055422,0.0632425,0.0711353,0.0798748,0.0874231,0.098219,0.104941,0.116798,0.1247,0.135884,0.14748,0.158357,0.171687,0.183543,0.198353,0.211958,0.229073,0.242809,0.260959,0.279444,0.300579,0.321012,0.342611,0.371016,0.396039,0.426737,0.460845,0.503953,0.54479,0.610641,0.674565,0.754407,0.907227,1.0763,3.2587e+07,1.3697e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7794,23.7694,23.7391,23.7707,23.7664,23.873,23.8076,23.8707,23.8464,23.7888,23.815,23.869,23.7938,23.7372,23.8099,23.8072,23.7902,23.7951,23.784,23.7829,23.7512,23.7825,23.8181,23.7899,23.784,23.7947,23.7842,23.8044,23.7779,23.8032,23.7617,23.755,23.7979,23.8017,23.7704,23.6812,74.8265,75.4412,76.4073,78.1372,78.4647,79.2102,79.2481,82.0553,82.4811,85.7276,87.0754,88.0671,88.0872,89.3401,90.385,91.7239,92.1763,92.2694,98.8204,104.321,109.013,111.163,117.934,118.304,119.795,130.418,152.58,158.195,164.287,173.596,194.939,216.853,1282.85,1691.5,2088.17,2173.14,2514.61,3890.69,150,299790
-61.9309,0.833027,0.821547,2,3,0,62.7257,0.327388,74.8559,74.8559,0.327388,0.389066,1,0,0.364243,1,1.15826,1.2398,1.34114,1.36632,1.48266,2.38115,0.299045,0.399248,0.500123,0.522286,0.613658,1.03548,1.0274,1.03595,1.04937,1.07342,1.07797,1.08832,1.08885,1.12784,1.13376,1.17883,1.19754,1.2113,1.21157,1.22896,1.24345,1.26202,1.26829,1.26959,1.36039,1.43658,1.50154,1.5313,1.62498,1.6301,1.65073,1.79761,2.10387,2.18145,2.26559,2.39416,2.68888,2.99145,0.06908,0.0884666,0.117241,0.164359,0.172726,0.191191,0.19211,0.255293,0.264136,0.326432,0.349999,0.366605,0.366935,0.387096,0.403275,0.423232,0.429793,0.431132,0.517151,0.579396,0.627062,0.647506,0.707104,0.710176,0.722368,0.801911,0.937182,0.96659,0.996727,1.03966,1.12637,1.20217,1.00517,1.00721,1.00988,1.0124,1.01503,1.01817,1.02161,1.0249,1.02828,1.0321,1.03547,1.04038,1.04351,1.04914,1.05299,1.05855,1.06447,1.07017,1.07736,1.08393,1.0924,1.10044,1.1109,1.1196,1.1315,1.14412,1.1592,1.17445,1.19132,1.21472,1.23653,1.26489,1.29857,1.34462,1.39207,1.47705,1.57054,1.7044,2.02379,2.50256,0.0139641,0.0193309,0.0262716,0.0327,0.0393093,0.0470804,0.0554146,0.0632329,0.0711231,0.0798594,0.0874045,0.0981954,0.104914,0.116765,0.124662,0.135838,0.147426,0.158294,0.171612,0.183457,0.198253,0.211843,0.228937,0.242656,0.260781,0.279239,0.30034,0.320738,0.342296,0.370645,0.395613,0.42624,0.460262,0.503251,0.543966,0.609603,0.6733,0.752834,0.905002,1.07329,3.25909e+07,1.36978e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.771,23.7668,23.8734,23.808,23.8712,23.8469,23.7895,23.8157,23.8697,23.7946,23.7381,23.8108,23.8082,23.7913,23.7963,23.7853,23.7842,23.7526,23.7841,23.8199,23.7917,23.786,23.7969,23.7866,23.8069,23.7806,23.8062,23.765,23.7587,23.802,23.8062,23.7757,23.6873,76.9071,77.5467,78.5519,80.3515,80.6922,81.4675,81.5069,84.4259,84.8684,88.2424,89.6427,90.6727,90.6935,91.9948,93.0798,94.4697,94.9394,95.0361,101.833,107.537,112.399,114.627,121.639,122.023,123.567,134.562,157.487,163.294,169.593,179.217,201.279,223.928,1267.91,1671.13,2062.21,2145.95,2482.33,3836.43,150,299790
-61.35,0.964656,0.821547,2,3,0,62.4517,0.328217,74.4144,74.4144,0.328217,0.38875,1,0,0.365351,1,1.15871,1.24047,1.34204,1.36729,1.48387,2.38383,0.298989,0.399145,0.499959,0.522106,0.613409,1.03481,1.02748,1.03605,1.04952,1.07363,1.0782,1.08859,1.08911,1.12822,1.13415,1.17934,1.1981,1.21189,1.21217,1.2296,1.24413,1.26274,1.26903,1.27033,1.36134,1.43769,1.50279,1.5326,1.62646,1.63159,1.65225,1.79939,2.10614,2.18384,2.2681,2.39687,2.692,2.99499,0.0690772,0.088462,0.117233,0.164343,0.172708,0.191169,0.192087,0.255253,0.264093,0.326364,0.349921,0.366519,0.366849,0.386999,0.40317,0.423116,0.429673,0.431012,0.516975,0.579174,0.626802,0.647229,0.706774,0.709843,0.722025,0.801491,0.936622,0.965998,0.996102,1.03899,1.1256,1.20131,1.00519,1.00723,1.00991,1.01244,1.01507,1.01823,1.02168,1.02498,1.02837,1.0322,1.03557,1.04051,1.04364,1.04929,1.05315,1.05872,1.06466,1.07038,1.07759,1.08418,1.09268,1.10073,1.11123,1.11995,1.13188,1.14454,1.15966,1.17495,1.19186,1.21532,1.23719,1.26561,1.29938,1.34554,1.39308,1.47824,1.57192,1.70602,2.02594,2.50542,0.013964,0.0193306,0.0262712,0.0326994,0.0393085,0.0470791,0.0554129,0.0632306,0.0711202,0.0798557,0.0874001,0.0981897,0.104907,0.116757,0.124652,0.135827,0.147413,0.158279,0.171594,0.183437,0.198229,0.211815,0.228905,0.24262,0.260739,0.27919,0.300283,0.320673,0.342222,0.370556,0.395512,0.426122,0.460123,0.503084,0.543771,0.609358,0.673001,0.752461,0.904477,1.07258,3.25919e+07,1.3698e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7797,23.7697,23.7395,23.7711,23.7669,23.8735,23.8082,23.8713,23.8471,23.7896,23.8158,23.8699,23.7948,23.7383,23.811,23.8085,23.7916,23.7966,23.7856,23.7846,23.753,23.7845,23.8203,23.7922,23.7865,23.7974,23.7871,23.8075,23.7813,23.8069,23.7657,23.7596,23.8029,23.8073,23.777,23.6887,76.4596,77.0973,78.0995,79.8938,80.2334,81.0064,81.0457,83.9556,84.3968,87.7599,89.1555,90.1821,90.2029,91.4997,92.581,93.9661,94.4342,94.5305,101.303,106.985,111.829,114.047,121.032,121.414,122.951,133.901,156.727,162.509,168.779,178.361,200.324,222.87,1272.1,1676.5,2068.64,2152.6,2489.83,3847,150,299790
