# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = together_model
# start_datetime = 2023-07-21 15:08:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp27jg97fg/qzlcs4cf.json
# random
#   seed = 23065
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/together/together-20230721160853.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S_bao.1.1,S_bao.2.1,S_bao.3.1,S_bao.4.1,S_bao.5.1,S_bao.6.1,S_bao.1.2,S_bao.2.2,S_bao.3.2,S_bao.4.2,S_bao.5.2,S_bao.6.2,S_cc.1.1,S_cc.2.1,S_cc.3.1,S_cc.4.1,S_cc.5.1,S_cc.6.1,S_cc.7.1,S_cc.8.1,S_cc.9.1,S_cc.10.1,S_cc.11.1,S_cc.12.1,S_cc.13.1,S_cc.14.1,S_cc.15.1,S_cc.16.1,S_cc.17.1,S_cc.18.1,S_cc.19.1,S_cc.20.1,S_cc.21.1,S_cc.22.1,S_cc.23.1,S_cc.24.1,S_cc.25.1,S_cc.26.1,S_cc.27.1,S_cc.28.1,S_cc.29.1,S_cc.30.1,S_cc.31.1,S_cc.32.1,S_cc.1.2,S_cc.2.2,S_cc.3.2,S_cc.4.2,S_cc.5.2,S_cc.6.2,S_cc.7.2,S_cc.8.2,S_cc.9.2,S_cc.10.2,S_cc.11.2,S_cc.12.2,S_cc.13.2,S_cc.14.2,S_cc.15.2,S_cc.16.2,S_cc.17.2,S_cc.18.2,S_cc.19.2,S_cc.20.2,S_cc.21.2,S_cc.22.2,S_cc.23.2,S_cc.24.2,S_cc.25.2,S_cc.26.2,S_cc.27.2,S_cc.28.2,S_cc.29.2,S_cc.30.2,S_cc.31.2,S_cc.32.2,S_snia.1.1,S_snia.2.1,S_snia.3.1,S_snia.4.1,S_snia.5.1,S_snia.6.1,S_snia.7.1,S_snia.8.1,S_snia.9.1,S_snia.10.1,S_snia.11.1,S_snia.12.1,S_snia.13.1,S_snia.14.1,S_snia.15.1,S_snia.16.1,S_snia.17.1,S_snia.18.1,S_snia.19.1,S_snia.20.1,S_snia.21.1,S_snia.22.1,S_snia.23.1,S_snia.24.1,S_snia.25.1,S_snia.26.1,S_snia.27.1,S_snia.28.1,S_snia.29.1,S_snia.30.1,S_snia.31.1,S_snia.32.1,S_snia.33.1,S_snia.34.1,S_snia.35.1,S_snia.36.1,S_snia.37.1,S_snia.38.1,S_snia.39.1,S_snia.40.1,S_snia.1.2,S_snia.2.2,S_snia.3.2,S_snia.4.2,S_snia.5.2,S_snia.6.2,S_snia.7.2,S_snia.8.2,S_snia.9.2,S_snia.10.2,S_snia.11.2,S_snia.12.2,S_snia.13.2,S_snia.14.2,S_snia.15.2,S_snia.16.2,S_snia.17.2,S_snia.18.2,S_snia.19.2,S_snia.20.2,S_snia.21.2,S_snia.22.2,S_snia.23.2,S_snia.24.2,S_snia.25.2,S_snia.26.2,S_snia.27.2,S_snia.28.2,S_snia.29.2,S_snia.30.2,S_snia.31.2,S_snia.32.2,S_snia.33.2,S_snia.34.2,S_snia.35.2,S_snia.36.2,S_snia.37.2,S_snia.38.2,S_snia.39.2,S_snia.40.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.851184
# Diagonal elements of inverse mass matrix:
# 7.23805e-05, 0.749139
-64.695,0.863331,0.851184,1,1,0,64.9577,0.335172,75.8191,75.8191,0.335172,0.38609,1,0,0.374686,1,1.16254,1.24606,1.34963,1.37535,1.49397,2.40623,0.298517,0.398283,0.498586,0.520606,0.611332,1.02926,1.02818,1.03697,1.05077,1.07547,1.08015,1.09079,1.09133,1.13135,1.13742,1.18363,1.20279,1.21688,1.21717,1.23496,1.2498,1.26879,1.27521,1.27653,1.36929,1.447,1.5132,1.54349,1.63882,1.64403,1.66501,1.81428,2.1251,2.20378,2.28908,2.41942,2.71805,3.02452,0.0690542,0.0884239,0.117165,0.164207,0.172557,0.190983,0.191899,0.254913,0.263729,0.325798,0.349265,0.365797,0.366126,0.386191,0.402289,0.422143,0.428668,0.43,0.515505,0.577323,0.624634,0.644919,0.704028,0.707075,0.719163,0.797999,0.93197,0.961082,0.990912,1.0334,1.11919,1.19417,1.00532,1.00742,1.01017,1.01275,1.01546,1.01869,1.02223,1.02561,1.02909,1.03302,1.03647,1.04153,1.04474,1.05053,1.05448,1.0602,1.06628,1.07214,1.07952,1.08628,1.09498,1.10323,1.11397,1.12289,1.1351,1.14805,1.16351,1.17914,1.19642,1.22039,1.24271,1.27172,1.30616,1.35319,1.40161,1.48825,1.58343,1.71957,2.04387,2.52927,0.0139631,0.0193289,0.0262679,0.0326943,0.0393011,0.0470685,0.0553982,0.0632113,0.0710957,0.0798247,0.0873629,0.0981425,0.104853,0.116689,0.124575,0.135736,0.147304,0.158153,0.171446,0.183266,0.198028,0.211585,0.228634,0.242314,0.260384,0.278781,0.299806,0.320126,0.341596,0.369818,0.394666,0.425134,0.458966,0.501694,0.542142,0.607308,0.670505,0.749364,0.900109,1.06667,3.25998e+07,1.36997e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.7801,23.7702,23.7401,23.7718,23.7676,23.8744,23.8091,23.8724,23.8482,23.7909,23.8172,23.8714,23.7964,23.74,23.8129,23.8105,23.7938,23.799,23.7882,23.7873,23.7559,23.7877,23.8237,23.7959,23.7905,23.8018,23.7918,23.8126,23.7868,23.8129,23.7723,23.7669,23.811,23.8163,23.7875,23.7007,77.9557,78.6218,79.6684,81.5415,81.8959,82.7025,82.7435,85.7782,86.2381,89.7417,91.1947,92.263,92.2847,93.6338,94.7584,96.1984,96.6849,96.785,103.818,109.71,114.729,117.026,124.254,124.649,126.239,137.557,161.123,167.088,173.556,183.438,206.08,229.316,1264.42,1665.06,2052.95,2135.92,2468.94,3806.42,150,299790
-61.7274,0.979289,0.851184,2,7,0,64.7598,0.327284,72.5119,72.5119,0.327284,0.389106,1,0,0.364104,1,1.1582,1.23971,1.34102,1.3662,1.48251,2.38081,0.299052,0.399261,0.500144,0.522308,0.613689,1.03556,1.02739,1.03593,1.04936,1.07339,1.07794,1.08829,1.08882,1.1278,1.13371,1.17877,1.19747,1.21122,1.2115,1.22888,1.24337,1.26193,1.2682,1.26949,1.36027,1.43644,1.50139,1.53113,1.62479,1.62991,1.65054,1.79739,2.10359,2.18115,2.26527,2.39382,2.68849,2.991,0.0690803,0.0884671,0.117242,0.164361,0.172728,0.191194,0.192112,0.255298,0.264142,0.32644,0.350009,0.366616,0.366946,0.387108,0.403288,0.423247,0.429808,0.431148,0.517173,0.579424,0.627095,0.647541,0.707145,0.710217,0.722411,0.801964,0.937252,0.966664,0.996806,1.03975,1.12647,1.20228,1.00517,1.00721,1.00988,1.0124,1.01502,1.01817,1.0216,1.02489,1.02827,1.03209,1.03545,1.04037,1.04349,1.04913,1.05297,1.05853,1.06445,1.07015,1.07733,1.0839,1.09237,1.1004,1.11086,1.11955,1.13145,1.14407,1.15914,1.17439,1.19125,1.21464,1.23644,1.26479,1.29847,1.34451,1.39194,1.4769,1.57036,1.7042,2.02352,2.5022,0.0139641,0.0193309,0.0262716,0.0327,0.0393094,0.0470805,0.0554149,0.0632331,0.0711234,0.0798598,0.087405,0.0981961,0.104914,0.116766,0.124663,0.13584,0.147427,0.158296,0.171614,0.18346,0.198256,0.211846,0.228941,0.242661,0.260787,0.279245,0.300347,0.320746,0.342306,0.370656,0.395626,0.426255,0.460279,0.503272,0.543991,0.609634,0.673338,0.75288,0.905068,1.07338,3.25908e+07,1.36978e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.771,23.7668,23.8734,23.808,23.8712,23.8469,23.7894,23.8157,23.8697,23.7945,23.7381,23.8108,23.8082,23.7913,23.7963,23.7852,23.7842,23.7526,23.784,23.8198,23.7917,23.786,23.7968,23.7865,23.8068,23.7806,23.8061,23.7649,23.7586,23.8018,23.8061,23.7756,23.6871,74.498,75.1173,76.0907,77.8334,78.1632,78.914,78.9522,81.7787,82.2073,85.4745,86.8305,87.8279,87.8481,89.1082,90.1589,91.5049,91.9597,92.0534,98.6357,104.159,108.868,111.025,117.817,118.188,119.683,130.332,152.535,158.159,164.259,173.581,194.947,216.883,1287.89,1697.49,2094.76,2179.82,2521.54,3897.16,150,299790
-61.3909,0.870652,0.851184,2,3,0,63.4895,0.316662,73.817,73.817,0.316662,0.393137,1,0,0.349998,1,1.15237,1.23118,1.3294,1.35386,1.46701,2.34617,0.299773,0.400582,0.502257,0.524619,0.616901,1.04425,1.02634,1.03455,1.04747,1.0706,1.07498,1.08495,1.08546,1.12303,1.12873,1.17224,1.19031,1.20361,1.20388,1.22069,1.23472,1.25269,1.25877,1.26002,1.34809,1.42215,1.4854,1.51439,1.60576,1.61076,1.6309,1.77443,2.07429,2.15032,2.23282,2.35894,2.64817,2.94527,0.0691152,0.0885249,0.117345,0.164567,0.172957,0.191477,0.192398,0.255815,0.264697,0.327307,0.351011,0.367721,0.368053,0.388347,0.404638,0.42474,0.43135,0.432699,0.519438,0.582283,0.630449,0.651119,0.711406,0.714515,0.726855,0.807402,0.944525,0.974356,1.00493,1.04851,1.13652,1.2135,1.00497,1.00693,1.0095,1.01192,1.01444,1.01746,1.02077,1.02393,1.02718,1.03086,1.03409,1.03882,1.04182,1.04724,1.05094,1.05629,1.06199,1.06748,1.07439,1.08072,1.08888,1.09662,1.1067,1.11508,1.12656,1.13873,1.15328,1.16801,1.1843,1.20692,1.22802,1.25547,1.28811,1.33279,1.37887,1.46154,1.55264,1.68332,1.99583,2.4653,0.0139655,0.0193335,0.0262765,0.0327077,0.0393206,0.0470966,0.0554372,0.0632623,0.0711605,0.0799067,0.0874614,0.0982676,0.104996,0.116868,0.124779,0.135979,0.147592,0.158487,0.17184,0.183719,0.198561,0.212197,0.229353,0.243126,0.261328,0.279869,0.301074,0.321581,0.343263,0.371787,0.396923,0.42777,0.462058,0.505412,0.546504,0.612803,0.677206,0.757696,0.911891,1.08263,3.25787e+07,1.36953e+06,57571.6,23.8146,23.7547,23.7797,23.7782,23.779,23.7689,23.7385,23.77,23.7656,23.8721,23.8066,23.8696,23.8452,23.7875,23.8136,23.8675,23.7921,23.7355,23.8079,23.8051,23.7879,23.7927,23.7813,23.78,23.7481,23.7792,23.8146,23.786,23.7799,23.7902,23.7794,23.7991,23.7722,23.7969,23.7549,23.7473,23.7894,23.7923,23.7593,23.6685,75.7611,76.3675,77.3208,79.0284,79.3518,80.0879,80.1254,82.899,83.3198,86.5309,87.865,88.8469,88.8668,90.1078,91.1432,92.4702,92.9188,93.0111,99.5124,104.979,109.648,111.787,118.532,118.901,120.388,130.983,153.118,158.731,164.82,174.13,195.48,217.411,1270.15,1676.14,2070.92,2155.57,2496.01,3871.14,150,299790
-62.7301,0.889345,0.851184,2,3,0,63.2595,0.316677,71.9852,71.9852,0.316677,0.393131,1,0,0.350018,1,1.15238,1.23119,1.32942,1.35388,1.46703,2.34622,0.299772,0.40058,0.502254,0.524616,0.616896,1.04424,1.02634,1.03455,1.04747,1.0706,1.07498,1.08496,1.08546,1.12304,1.12874,1.17224,1.19032,1.20362,1.20389,1.2207,1.23473,1.25271,1.25878,1.26004,1.34811,1.42217,1.48542,1.51441,1.60578,1.61079,1.63092,1.77447,2.07433,2.15037,2.23287,2.35899,2.64823,2.94534,0.0691152,0.0885248,0.117345,0.164567,0.172957,0.191476,0.192398,0.255815,0.264697,0.327305,0.35101,0.367719,0.368052,0.388345,0.404636,0.424738,0.431347,0.432697,0.519435,0.582279,0.630445,0.651114,0.7114,0.714509,0.726849,0.807394,0.944515,0.974345,1.00492,1.04849,1.13651,1.21349,1.00497,1.00693,1.0095,1.01192,1.01444,1.01747,1.02077,1.02393,1.02718,1.03086,1.03409,1.03882,1.04183,1.04725,1.05094,1.0563,1.06199,1.06748,1.0744,1.08073,1.08888,1.09662,1.10671,1.11509,1.12657,1.13874,1.15329,1.16801,1.18431,1.20693,1.22803,1.25548,1.28813,1.3328,1.37889,1.46156,1.55267,1.68335,1.99586,2.46535,0.0139655,0.0193335,0.0262765,0.0327077,0.0393206,0.0470965,0.0554371,0.0632623,0.0711604,0.0799066,0.0874613,0.0982675,0.104996,0.116868,0.124779,0.135979,0.147592,0.158487,0.17184,0.183719,0.19856,0.212196,0.229352,0.243125,0.261327,0.279868,0.301073,0.32158,0.343261,0.371785,0.396921,0.427768,0.462055,0.505409,0.5465,0.612799,0.6772,0.75769,0.911881,1.08262,3.25787e+07,1.36953e+06,57571.6,23.8146,23.7547,23.7797,23.7782,23.779,23.7689,23.7385,23.77,23.7656,23.8721,23.8066,23.8696,23.8452,23.7875,23.8136,23.8675,23.7921,23.7355,23.8079,23.8051,23.7879,23.7927,23.7813,23.78,23.7481,23.7792,23.8146,23.786,23.7799,23.7902,23.7794,23.7991,23.7722,23.7969,23.7549,23.7474,23.7894,23.7923,23.7593,23.6685,73.881,74.4725,75.4022,77.0675,77.3828,78.1008,78.1373,80.8422,81.2526,84.3842,85.6853,86.6428,86.6622,87.8725,88.8822,90.1764,90.6138,90.7039,97.0441,102.375,106.928,109.015,115.593,115.953,117.402,127.735,149.321,154.795,160.733,169.812,190.633,212.021,1285.99,1697.05,2096.74,2182.45,2527.13,3919.38,150,299790
-60.8793,1,0.851184,2,3,0,62.5729,0.327218,73.4895,73.4895,0.327218,0.389131,1,0,0.364016,1,1.15816,1.23966,1.34095,1.36613,1.48242,2.3806,0.299057,0.399269,0.500157,0.522322,0.613709,1.03561,1.02738,1.03592,1.04934,1.07337,1.07792,1.08827,1.0888,1.12777,1.13368,1.17872,1.19742,1.21117,1.21145,1.22883,1.24331,1.26187,1.26814,1.26944,1.3602,1.43635,1.50129,1.53103,1.62467,1.62979,1.65042,1.79725,2.10341,2.18096,2.26507,2.39361,2.68824,2.99072,0.0690805,0.0884675,0.117243,0.164362,0.172729,0.191196,0.192114,0.255301,0.264145,0.326446,0.350015,0.366623,0.366953,0.387116,0.403296,0.423256,0.429817,0.431157,0.517187,0.579442,0.627115,0.647563,0.707171,0.710244,0.722438,0.801997,0.937296,0.966711,0.996855,1.0398,1.12653,1.20235,1.00517,1.00721,1.00988,1.01239,1.01502,1.01816,1.0216,1.02489,1.02827,1.03208,1.03544,1.04036,1.04348,1.04911,1.05295,1.05851,1.06443,1.07013,1.07731,1.08388,1.09235,1.10038,1.11084,1.11952,1.13142,1.14404,1.15911,1.17435,1.19121,1.21459,1.23639,1.26474,1.29841,1.34444,1.39186,1.4768,1.57026,1.70407,2.02335,2.50198,0.0139641,0.0193309,0.0262716,0.0327001,0.0393095,0.0470806,0.055415,0.0632333,0.0711237,0.0798601,0.0874054,0.0981965,0.104915,0.116766,0.124663,0.135841,0.147428,0.158297,0.171616,0.183461,0.198258,0.211848,0.228944,0.242664,0.26079,0.279249,0.300351,0.320751,0.342312,0.370663,0.395634,0.426264,0.46029,0.503285,0.544006,0.609653,0.673361,0.75291,0.90511,1.07343,3.25907e+07,1.36978e+06,57571.6,23.8148,23.755,23.7801,23.7787,23.7796,23.7697,23.7394,23.771,23.7668,23.8734,23.808,23.8712,23.8469,23.7894,23.8156,23.8697,23.7945,23.7381,23.8108,23.8082,23.7913,23.7963,23.7852,23.7842,23.7526,23.784,23.8198,23.7916,23.7859,23.7968,23.7864,23.8068,23.7805,23.8061,23.7648,23.7585,23.8018,23.806,23.7755,23.687,75.5019,76.1295,77.1157,78.8815,79.2157,79.9764,80.0151,82.8791,83.3133,86.6239,87.9979,89.0086,89.029,90.3059,91.3705,92.7344,93.1953,93.2901,99.96,105.557,110.329,112.515,119.396,119.773,121.288,132.079,154.578,160.278,166.459,175.905,197.557,219.787,1279.38,1686.28,2080.94,2165.45,2504.92,3871.56,150,299790
-60.8447,0.997981,0.851184,2,3,0,60.9245,0.323116,73.3199,73.3199,0.323116,0.390692,1,0,0.358549,1,1.15591,1.23636,1.33647,1.36136,1.47644,2.36728,0.299335,0.399779,0.500971,0.523212,0.614944,1.03894,1.02698,1.03539,1.04861,1.07229,1.07677,1.08698,1.0875,1.12592,1.13175,1.1762,1.19465,1.20823,1.20851,1.22566,1.23997,1.25831,1.2645,1.26578,1.3555,1.43084,1.49512,1.52457,1.61734,1.62242,1.64285,1.78841,2.09214,2.1691,2.25259,2.38019,2.67274,2.97314,0.069094,0.0884899,0.117283,0.164442,0.172818,0.191305,0.192225,0.255501,0.26436,0.32678,0.350402,0.367049,0.36738,0.387594,0.403817,0.423832,0.430412,0.431756,0.518059,0.580542,0.628405,0.648939,0.708808,0.711895,0.724145,0.804084,0.940084,0.969658,0.999968,1.04316,1.13038,1.20664,1.00509,1.0071,1.00973,1.01221,1.01479,1.01789,1.02128,1.02451,1.02784,1.0316,1.03492,1.03976,1.04284,1.04839,1.05217,1.05765,1.06348,1.0691,1.07617,1.08265,1.091,1.09891,1.10923,1.11779,1.12953,1.14197,1.15684,1.17188,1.18852,1.21161,1.23314,1.26114,1.29441,1.33991,1.38682,1.47088,1.56343,1.69603,2.0127,2.48779,0.0139646,0.0193319,0.0262736,0.0327031,0.0393138,0.0470868,0.0554236,0.0632446,0.071138,0.0798783,0.0874272,0.0982242,0.104947,0.116806,0.124709,0.135895,0.147492,0.158371,0.171703,0.183562,0.198376,0.211984,0.229103,0.242843,0.260999,0.27949,0.300632,0.321074,0.342681,0.371099,0.396134,0.426848,0.460976,0.504109,0.544974,0.610873,0.674848,0.754759,0.907725,1.07698,3.25861e+07,1.36968e+06,57571.6,23.8147,23.7549,23.7799,23.7785,23.7794,23.7694,23.7391,23.7706,23.7663,23.8729,23.8075,23.8706,23.8462,23.7887,23.8149,23.8688,23.7936,23.737,23.8097,23.807,23.79,23.7949,23.7837,23.7826,23.7508,23.7821,23.8178,23.7895,23.7836,23.7942,23.7837,23.8038,23.7773,23.8025,23.7609,23.7542,23.797,23.8007,23.7692,23.6798,75.2977,75.9146,76.8841,78.6202,78.9489,79.6971,79.7351,82.5527,82.98,86.2389,87.592,88.5875,88.6076,89.8655,90.9146,92.2588,92.7131,92.8067,99.3849,104.909,109.622,111.782,118.583,118.955,120.454,131.126,153.395,159.038,165.16,174.516,195.965,217.99,1278.37,1685.74,2081.24,2165.97,2506.5,3879.12,150,299790
