# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = together_model
# start_datetime = 2023-07-21 15:08:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp27jg97fg/qzlcs4cf.json
# random
#   seed = 23065
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/together/together-20230721160853.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S_bao.1.1,S_bao.2.1,S_bao.3.1,S_bao.4.1,S_bao.5.1,S_bao.6.1,S_bao.1.2,S_bao.2.2,S_bao.3.2,S_bao.4.2,S_bao.5.2,S_bao.6.2,S_cc.1.1,S_cc.2.1,S_cc.3.1,S_cc.4.1,S_cc.5.1,S_cc.6.1,S_cc.7.1,S_cc.8.1,S_cc.9.1,S_cc.10.1,S_cc.11.1,S_cc.12.1,S_cc.13.1,S_cc.14.1,S_cc.15.1,S_cc.16.1,S_cc.17.1,S_cc.18.1,S_cc.19.1,S_cc.20.1,S_cc.21.1,S_cc.22.1,S_cc.23.1,S_cc.24.1,S_cc.25.1,S_cc.26.1,S_cc.27.1,S_cc.28.1,S_cc.29.1,S_cc.30.1,S_cc.31.1,S_cc.32.1,S_cc.1.2,S_cc.2.2,S_cc.3.2,S_cc.4.2,S_cc.5.2,S_cc.6.2,S_cc.7.2,S_cc.8.2,S_cc.9.2,S_cc.10.2,S_cc.11.2,S_cc.12.2,S_cc.13.2,S_cc.14.2,S_cc.15.2,S_cc.16.2,S_cc.17.2,S_cc.18.2,S_cc.19.2,S_cc.20.2,S_cc.21.2,S_cc.22.2,S_cc.23.2,S_cc.24.2,S_cc.25.2,S_cc.26.2,S_cc.27.2,S_cc.28.2,S_cc.29.2,S_cc.30.2,S_cc.31.2,S_cc.32.2,S_snia.1.1,S_snia.2.1,S_snia.3.1,S_snia.4.1,S_snia.5.1,S_snia.6.1,S_snia.7.1,S_snia.8.1,S_snia.9.1,S_snia.10.1,S_snia.11.1,S_snia.12.1,S_snia.13.1,S_snia.14.1,S_snia.15.1,S_snia.16.1,S_snia.17.1,S_snia.18.1,S_snia.19.1,S_snia.20.1,S_snia.21.1,S_snia.22.1,S_snia.23.1,S_snia.24.1,S_snia.25.1,S_snia.26.1,S_snia.27.1,S_snia.28.1,S_snia.29.1,S_snia.30.1,S_snia.31.1,S_snia.32.1,S_snia.33.1,S_snia.34.1,S_snia.35.1,S_snia.36.1,S_snia.37.1,S_snia.38.1,S_snia.39.1,S_snia.40.1,S_snia.1.2,S_snia.2.2,S_snia.3.2,S_snia.4.2,S_snia.5.2,S_snia.6.2,S_snia.7.2,S_snia.8.2,S_snia.9.2,S_snia.10.2,S_snia.11.2,S_snia.12.2,S_snia.13.2,S_snia.14.2,S_snia.15.2,S_snia.16.2,S_snia.17.2,S_snia.18.2,S_snia.19.2,S_snia.20.2,S_snia.21.2,S_snia.22.2,S_snia.23.2,S_snia.24.2,S_snia.25.2,S_snia.26.2,S_snia.27.2,S_snia.28.2,S_snia.29.2,S_snia.30.2,S_snia.31.2,S_snia.32.2,S_snia.33.2,S_snia.34.2,S_snia.35.2,S_snia.36.2,S_snia.37.2,S_snia.38.2,S_snia.39.2,S_snia.40.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.776881
# Diagonal elements of inverse mass matrix:
# 7.89211e-05, 0.784561
-61.5601,0.950246,0.776881,2,7,0,62.1318,0.319606,74.397,74.397,0.319606,0.392023,1,0,0.353892,1,1.15398,1.23355,1.33263,1.35728,1.47132,2.35582,0.299573,0.400216,0.501669,0.523976,0.616006,1.04182,1.02663,1.03493,1.04799,1.07137,1.0758,1.08587,1.08639,1.12435,1.13011,1.17404,1.19229,1.20572,1.20599,1.22296,1.23711,1.25525,1.26139,1.26265,1.35147,1.42612,1.48984,1.51904,1.61105,1.61608,1.63636,1.78082,2.08245,2.15891,2.24186,2.36866,2.65941,2.95802,0.0691056,0.088509,0.117317,0.16451,0.172894,0.191398,0.192319,0.255672,0.264544,0.327066,0.350733,0.367414,0.367746,0.388003,0.404263,0.424325,0.430921,0.432268,0.518808,0.581487,0.629515,0.650122,0.710217,0.713316,0.725615,0.805883,0.94249,0.972203,1.00266,1.04605,1.13371,1.21036,1.00503,1.00701,1.0096,1.01205,1.0146,1.01766,1.021,1.0242,1.02748,1.0312,1.03447,1.03925,1.04229,1.04776,1.0515,1.05691,1.06267,1.06821,1.0752,1.0816,1.08984,1.09766,1.10785,1.11632,1.12791,1.14021,1.1549,1.16977,1.18622,1.20906,1.23035,1.25805,1.29098,1.33604,1.3825,1.46581,1.55757,1.68913,2.00354,2.47558,0.0139651,0.0193328,0.0262752,0.0327056,0.0393175,0.0470921,0.055431,0.0632542,0.0711502,0.0798938,0.0874458,0.0982478,0.104974,0.11684,0.124747,0.135941,0.147547,0.158434,0.171778,0.183647,0.198477,0.2121,0.229239,0.242997,0.261178,0.279696,0.300872,0.321349,0.342997,0.371473,0.396563,0.427349,0.461563,0.504817,0.545804,0.61192,0.676127,0.756352,0.909983,1.08004,3.25821e+07,1.3696e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7691,23.7388,23.7703,23.7659,23.8725,23.807,23.87,23.8457,23.7881,23.8142,23.8681,23.7928,23.7362,23.8087,23.806,23.7889,23.7937,23.7824,23.7812,23.7493,23.7805,23.816,23.7876,23.7816,23.7921,23.7814,23.8013,23.7745,23.7995,23.7576,23.7505,23.7929,23.7961,23.7638,23.6737,76.3779,76.9958,77.9671,79.7066,80.036,80.7858,80.8239,83.6483,84.0768,87.3452,88.7028,89.7018,89.722,90.9845,92.0376,93.3871,93.8433,93.9372,100.546,106.099,110.84,113.012,119.857,120.232,121.74,132.488,154.928,160.616,166.788,176.221,197.852,220.068,1267.07,1671.52,2064.51,2148.74,2487.4,3854,150,299790
-61.3906,0.999784,0.776881,3,7,0,61.7788,0.331956,73.2817,73.2817,0.331956,0.387322,1,0,0.370361,1,1.16077,1.24347,1.34613,1.37162,1.4893,2.3959,0.298735,0.398681,0.49922,0.521299,0.61229,1.03181,1.02786,1.03654,1.05019,1.07462,1.07925,1.08977,1.0903,1.1299,1.1359,1.18165,1.20062,1.21457,1.21486,1.23248,1.24718,1.26599,1.27235,1.27366,1.36561,1.4427,1.50839,1.53846,1.63311,1.63829,1.65912,1.80741,2.11636,2.19458,2.2794,2.40902,2.70604,3.0109,0.0690649,0.0884416,0.117197,0.16427,0.172627,0.191069,0.191986,0.25507,0.263897,0.32606,0.349568,0.366131,0.36646,0.386564,0.402696,0.422592,0.429132,0.430468,0.516184,0.578178,0.625634,0.645984,0.705294,0.708351,0.720482,0.799608,0.934111,0.963344,0.993301,1.03598,1.12214,1.19745,1.00526,1.00733,1.01005,1.01261,1.01528,1.01848,1.02197,1.02532,1.02875,1.03264,1.03606,1.04105,1.04423,1.04996,1.05386,1.05952,1.06553,1.07133,1.07863,1.08531,1.09391,1.10207,1.1127,1.12153,1.13361,1.14643,1.16173,1.1772,1.19431,1.21804,1.24016,1.2689,1.30302,1.34966,1.39767,1.48363,1.57812,1.71332,2.0356,2.51827,0.0139635,0.0193297,0.0262694,0.0326966,0.0393045,0.0470734,0.055405,0.0632202,0.071107,0.0798391,0.0873801,0.0981644,0.104878,0.116721,0.124611,0.135778,0.147354,0.158212,0.171514,0.183345,0.198121,0.211692,0.228759,0.242456,0.260548,0.27897,0.300027,0.320379,0.341885,0.370159,0.395057,0.425591,0.4595,0.502336,0.542894,0.608253,0.671656,0.750791,0.90212,1.06939,3.25962e+07,1.36989e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.77,23.7398,23.7715,23.7673,23.874,23.8087,23.8719,23.8477,23.7903,23.8166,23.8707,23.7956,23.7392,23.812,23.8096,23.7927,23.7979,23.787,23.786,23.7546,23.7862,23.8221,23.7942,23.7886,23.7997,23.7896,23.8102,23.7842,23.8102,23.7692,23.7635,23.8073,23.8121,23.7826,23.6952,75.3231,75.9596,76.9598,78.7501,79.0889,79.86,79.8992,82.8012,83.241,86.5929,87.9835,89.0061,89.0268,90.3184,91.3951,92.7741,93.24,93.3359,100.075,105.724,110.537,112.741,119.677,120.056,121.583,132.45,155.09,160.822,167.039,176.537,198.303,220.644,1283.95,1691.4,2086.17,2170.64,2509.82,3873.32,150,299790
-61.6048,0.831448,0.776881,2,3,0,63.4968,0.315195,72.979,72.979,0.315195,0.393691,1,0,0.348063,1,1.15157,1.23,1.3278,1.35215,1.46486,2.34135,0.299872,0.400765,0.50255,0.52494,0.617348,1.04548,1.02619,1.03436,1.04721,1.07022,1.07457,1.08449,1.085,1.12238,1.12805,1.17134,1.18932,1.20256,1.20283,1.21956,1.23352,1.25142,1.25747,1.25872,1.34641,1.42018,1.48318,1.51206,1.60312,1.6081,1.62817,1.77124,2.07021,2.14603,2.2283,2.35408,2.64256,2.93891,0.06912,0.0885329,0.117359,0.164596,0.172988,0.191516,0.192437,0.255887,0.264774,0.327426,0.35115,0.367874,0.368206,0.388518,0.404824,0.424947,0.431563,0.432914,0.519752,0.58268,0.630916,0.651617,0.712001,0.715115,0.727475,0.808162,0.945545,0.975434,1.00607,1.04973,1.13794,1.21508,1.00494,1.00689,1.00945,1.01185,1.01436,1.01737,1.02066,1.0238,1.02703,1.03069,1.0339,1.03861,1.0416,1.04699,1.05066,1.05599,1.06165,1.06711,1.07399,1.08029,1.0884,1.0961,1.10613,1.11447,1.12588,1.138,1.15248,1.16713,1.18334,1.20585,1.22685,1.25418,1.28668,1.33117,1.37706,1.45941,1.55019,1.68042,1.99197,2.46016,0.0139657,0.0193339,0.0262772,0.0327088,0.0393221,0.0470988,0.0554402,0.0632663,0.0711656,0.0799132,0.0874692,0.0982774,0.105008,0.116882,0.124795,0.135998,0.147615,0.158514,0.171871,0.183755,0.198603,0.212245,0.22941,0.24319,0.261402,0.279955,0.301174,0.321696,0.343395,0.371943,0.397102,0.42798,0.462304,0.505709,0.546853,0.613244,0.677745,0.758369,0.912846,1.08393,3.2577e+07,1.36949e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7688,23.7384,23.7699,23.7655,23.872,23.8064,23.8694,23.845,23.7873,23.8133,23.8672,23.7918,23.7351,23.8075,23.8047,23.7875,23.7922,23.7808,23.7795,23.7475,23.7785,23.8139,23.7853,23.7791,23.7893,23.7784,23.7981,23.771,23.7956,23.7535,23.7458,23.7877,23.7903,23.757,23.6658,74.8903,75.4866,76.424,78.1032,78.4212,79.1452,79.182,81.91,82.3239,85.4828,86.7955,87.7616,87.7812,89.0024,90.0213,91.3273,91.7688,91.8597,98.2597,103.643,108.241,110.349,116.994,117.357,118.822,129.264,151.082,156.615,162.619,171.798,192.851,214.478,1276.39,1684.67,2081.81,2166.98,2509.58,3894.11,150,299790
-62.1063,0.931337,0.776881,2,3,0,62.8459,0.329766,74.9003,74.9003,0.329766,0.388159,1,0,0.367424,1,1.15956,1.24171,1.34373,1.36908,1.48612,2.38884,0.298884,0.398953,0.499653,0.521771,0.612945,1.03356,1.02764,1.03626,1.0498,1.07404,1.07863,1.08907,1.08961,1.12892,1.13487,1.18029,1.19914,1.213,1.21328,1.23079,1.24539,1.26409,1.27041,1.27171,1.36311,1.43977,1.50511,1.53503,1.62921,1.63436,1.6551,1.80272,2.11038,2.18829,2.27279,2.40191,2.69782,3.00159,0.0690721,0.0884536,0.117218,0.164312,0.172674,0.191127,0.192045,0.255177,0.264012,0.326238,0.349775,0.366358,0.366688,0.386819,0.402974,0.422899,0.429449,0.430786,0.516647,0.578761,0.626317,0.646713,0.70616,0.709224,0.721384,0.80071,0.935579,0.964896,0.994939,1.03774,1.12416,1.19971,1.00522,1.00727,1.00997,1.01251,1.01516,1.01833,1.0218,1.02512,1.02853,1.03238,1.03577,1.04073,1.04388,1.04957,1.05344,1.05905,1.06502,1.07077,1.07802,1.08465,1.09319,1.10129,1.11184,1.1206,1.1326,1.14532,1.16052,1.17588,1.19288,1.21645,1.23842,1.26697,1.30089,1.34724,1.39498,1.48047,1.57449,1.70905,2.02994,2.51075,0.0139638,0.0193303,0.0262704,0.0326982,0.0393068,0.0470768,0.0554096,0.0632263,0.0711147,0.0798488,0.0873918,0.0981793,0.104895,0.116742,0.124635,0.135807,0.147389,0.158251,0.171561,0.183399,0.198184,0.211764,0.228845,0.242552,0.26066,0.279099,0.300177,0.320551,0.342082,0.370392,0.395324,0.425902,0.459865,0.502774,0.543408,0.6089,0.672443,0.751768,0.903498,1.07125,3.25937e+07,1.36984e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7797,23.7698,23.7396,23.7713,23.767,23.8737,23.8084,23.8716,23.8473,23.7899,23.8161,23.8702,23.7951,23.7387,23.8114,23.8089,23.7921,23.7971,23.7862,23.7852,23.7536,23.7852,23.8211,23.793,23.7874,23.7984,23.7881,23.8086,23.7825,23.8083,23.7672,23.7612,23.8047,23.8093,23.7793,23.6914,76.9704,77.6159,78.6303,80.4461,80.7898,81.572,81.6118,84.5561,85.0024,88.4044,89.816,90.8542,90.8752,92.1867,93.2801,94.6806,95.1538,95.2512,102.097,107.839,112.733,114.974,122.029,122.414,123.967,135.024,158.068,163.904,170.233,179.903,202.068,224.82,1268.93,1672.03,2062.77,2146.41,2482.31,3833.5,150,299790
-62.9715,0.880828,0.776881,1,1,0,62.991,0.330548,75.3166,75.3166,0.330548,0.38786,1,0,0.368472,1,1.15999,1.24234,1.34459,1.36999,1.48726,2.39136,0.298831,0.398856,0.499498,0.521602,0.612711,1.03294,1.02772,1.03636,1.04994,1.07425,1.07885,1.08932,1.08985,1.12927,1.13524,1.18078,1.19967,1.21356,1.21384,1.2314,1.24603,1.26477,1.2711,1.2724,1.364,1.44082,1.50628,1.53625,1.63061,1.63576,1.65654,1.80439,2.11251,2.19054,2.27515,2.40445,2.70076,3.00491,0.0690695,0.0884493,0.11721,0.164297,0.172657,0.191107,0.192024,0.255139,0.263971,0.326174,0.349701,0.366277,0.366606,0.386728,0.402874,0.422789,0.429336,0.430672,0.516482,0.578553,0.626073,0.646452,0.70585,0.708912,0.721062,0.800316,0.935054,0.964341,0.994353,1.03711,1.12344,1.1989,1.00523,1.00729,1.01,1.01254,1.0152,1.01838,1.02186,1.02519,1.02861,1.03247,1.03587,1.04085,1.04401,1.04971,1.05359,1.05922,1.06521,1.07097,1.07823,1.08488,1.09345,1.10157,1.11214,1.12093,1.13296,1.14572,1.16095,1.17635,1.19339,1.21702,1.23904,1.26766,1.30165,1.3481,1.39594,1.4816,1.57578,1.71057,2.03196,2.51344,0.0139637,0.0193301,0.0262701,0.0326977,0.039306,0.0470756,0.055408,0.0632241,0.071112,0.0798453,0.0873876,0.098174,0.104889,0.116734,0.124627,0.135797,0.147376,0.158237,0.171545,0.18338,0.198162,0.211738,0.228814,0.242518,0.26062,0.279053,0.300123,0.320489,0.342012,0.370309,0.395229,0.425791,0.459735,0.502618,0.543224,0.608669,0.672162,0.751419,0.903005,1.07059,3.25945e+07,1.36986e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7798,23.7699,23.7397,23.7713,23.7671,23.8738,23.8085,23.8717,23.8474,23.79,23.8163,23.8704,23.7953,23.7389,23.8117,23.8092,23.7923,23.7974,23.7864,23.7855,23.754,23.7855,23.8214,23.7934,23.7878,23.7989,23.7887,23.8092,23.7831,23.8089,23.7679,23.762,23.8056,23.8103,23.7805,23.6928,77.4041,78.055,79.0778,80.9088,81.2553,82.044,82.0841,85.0526,85.5025,88.932,90.3549,91.4014,91.4226,92.7445,93.8465,95.258,95.7349,95.8331,102.732,108.517,113.448,115.705,122.812,123.2,124.765,135.901,159.107,164.984,171.357,181.095,203.412,226.32,1265.92,1667.91,2057.52,2140.9,2475.76,3822.44,150,299790
-64.1086,0.843424,0.776881,1,1,0,64.1888,0.329773,75.7829,75.7829,0.329773,0.388157,1,0,0.367433,1,1.15957,1.24172,1.34374,1.36909,1.48613,2.38886,0.298883,0.398952,0.499651,0.52177,0.612943,1.03356,1.02764,1.03626,1.0498,1.07404,1.07863,1.08908,1.08961,1.12892,1.13488,1.1803,1.19915,1.21301,1.21329,1.2308,1.2454,1.26409,1.27041,1.27171,1.36312,1.43978,1.50512,1.53504,1.62923,1.63438,1.65511,1.80273,2.1104,2.18831,2.27281,2.40193,2.69785,3.00162,0.0690721,0.0884535,0.117218,0.164312,0.172674,0.191127,0.192045,0.255177,0.264012,0.326238,0.349774,0.366357,0.366687,0.386818,0.402973,0.422898,0.429448,0.430785,0.516646,0.578759,0.626315,0.64671,0.706157,0.709221,0.721382,0.800706,0.935575,0.964891,0.994934,1.03773,1.12415,1.1997,1.00522,1.00727,1.00997,1.01251,1.01516,1.01833,1.0218,1.02512,1.02853,1.03238,1.03577,1.04073,1.04389,1.04957,1.05344,1.05905,1.06503,1.07077,1.07802,1.08465,1.09319,1.10129,1.11184,1.1206,1.1326,1.14533,1.16052,1.17589,1.19288,1.21645,1.23842,1.26698,1.3009,1.34725,1.39499,1.48048,1.5745,1.70906,2.02996,2.51078,0.0139638,0.0193303,0.0262704,0.0326982,0.0393068,0.0470768,0.0554096,0.0632263,0.0711147,0.0798488,0.0873918,0.0981792,0.104895,0.116742,0.124635,0.135807,0.147389,0.158251,0.171561,0.183399,0.198184,0.211764,0.228844,0.242552,0.26066,0.279098,0.300176,0.32055,0.342082,0.370391,0.395323,0.425901,0.459864,0.502773,0.543406,0.608898,0.67244,0.751765,0.903494,1.07125,3.25937e+07,1.36984e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7797,23.7698,23.7396,23.7713,23.767,23.8737,23.8084,23.8716,23.8473,23.7899,23.8161,23.8702,23.7951,23.7387,23.8114,23.8089,23.7921,23.7971,23.7862,23.7852,23.7536,23.7852,23.8211,23.793,23.7874,23.7984,23.7882,23.8086,23.7825,23.8083,23.7672,23.7612,23.8047,23.8093,23.7793,23.6914,77.8774,78.5305,79.5569,81.3942,81.7419,82.5334,82.5736,85.5527,86.0042,89.4464,90.8747,91.9252,91.9464,93.2733,94.3796,95.7967,96.2755,96.374,103.301,109.111,114.062,116.33,123.467,123.858,125.429,136.616,159.932,165.836,172.24,182.025,204.451,227.471,1261.63,1662.4,2050.89,2134.05,2468.01,3811.42,150,299790
